name,comics,description
Thunderbird (Neal Shaara),38,"Coming from an affluent family and the son of a Calcuttan police chief, Indian national Neal Shaara has not been a follower of Charles Xavier's philosophies for long, but appears to be one of their most dedicated supporters, nonetheless."
Thunderbolt (Bill Carver),1,
Thunderbolt Ross,9,
Thunderbolts,181,"After a battle with Onslaught left the world without the majority of the heroes that made it feel safe, Baron Zemo devised a plan like no other in order to rule the world. Zemo gathered Beetle, Fixer, Goliath, Moonstone, and Screaming Mimi, all former members of the Masters of Evil, together to disguise themselves as a new heroic team in order to take advantage of the missing heroes and gain the trust of the authorities and public in general. "
Thundra,7,"Thundra was quite possibly her world's greatest female specimens, and as she won countless battles against the men, she was revered as the Sisterhood's greatest hero."
Tiger Shark,18,"A champion Olympic swimmer, Todd Arliss earned nearly half million dollars in advances for public exhibitions, but his dreams came crashing down around him when he injured his back and legs while rescuing a man who had fallen overboard from a private craft, sending Arliss into the arms of Dr. Lemuel Dorcas, who used his ""morphotron,"" which could imprint the genetic pattern of an animal onto a human, turning Arliss into a superhuman, amphibious creature."
Tiger's Beautiful Daughter,9,
Tigra (Greer Nelson),102,"Although she was able to use the cat's-head amulet to change back to her human form, Greer Nelson became so accustomed to and enamored of her feline form that she seldom made the transformation."
Timeslip,0,"As a young child, Rina Patel experienced visions of her future, though she eventually learned to control this, triggering visions of specific times, and she realized she was swapping her consciousness across time."
Tinkerer,11,The Tinkerer is an ordinary man who has an extraordinary talent for anything mechanical.
Tippy Toe,6,"After the senseless murder of Squirrel Girl’s first partner Monkey Joe, Tippy Toe remained by Squirrel Girl’s side and became her new partner."
Titania,26,"Despondent and hopeless after it was discovered that she was not, in fact, Spider-Woman, Mary MacPherran encountered Doctor Doom, who offered her a chance to become superpowered in exchange for joining his army, to which Mary readily agreed, and Doom transformed her into Titania."
Titanium Man (Topolov),28,
Toad,48,"British-born Mortimer Toynbee, abandoned by his parents so early in childhood that he cannot remember them, was placed in an orphanage where the other children, who regarded him as a freak due to his ugliness, his unusual physique and his leaping ability, continually tormented him."
Toad Men,2,
Tomas,0,
Tombstone,33,"Known as Tombstone, Lonnie Lincoln filed his teeth to points to add to his already intimidating image and honed his fighting skills in numerous street fights."
Tomorrow Man,6,
Tony Stark,17,
Toro (Thomas Raymond),23,"As the Torch approached Toro, his presence caused Toro to burst into flame like the Torch himself, but while remaining unharmed, causing the Torch to realize that Toro had the same powers that he himself did."
Toxin,7,NYPD Officer Patrick Mulligan was implanted with a symbiote offspring during a chance encounter with Carnage.
Toxin (Eddie Brock),68,
Trauma,17,Terrance Ward was drafted into the Initiative training program because of his telepathic and shape-shifting abilities.
Triathlon,41,"After being exposed as a steroid user and stripped of his awards, gifted sprinter Delroy Garrett Jr. sought new direction in the Triune Understanding, a philosophical movement that preaches the fulfillment of one's innate potential by balancing various aspects of environment and self, after which he developed a superhuman triple-powered physique, and, believing the Triune teachings had unlocked his latent powers, Garrett became the costumed hero Triathlon and celebrity spokesman for the Triune Understanding."
Trish Tilby,0,
Triton,48,Triton is a member of the Inhumans.
True Believers,5,
Turbo,3,"As Turbo, young journalist Michiko Musashi is the latest in a line of heroes who have worn the turbine-powered flying armor."
Tusk,6,
Two-Gun Kid,134,
Tyger Tiger,3,
Typhoid Mary,31,"Typhoid Mary, an enemy and former lover of Daredevil with psionic powers, including telekinesis, is also truly gravely mentally ill and not entirely responsible for her actions."
Tyrannus,11,
U-Foes,1,
U-Go Girl,14,"After a failed attempt at starting an acting career, Edie Sawyer turned to a life of crime until she learned of a new media savvy team of superhuman mutants named X-Force, and she decided to become a superhero."
U.S. Agent,39,"With the end of the Vietnam War, John Walker thought his dreams of becoming a war hero had also ended, until he learned of the Power Broker, who could give anyone superhuman powers, which Walker used to first become Super-Patriot and later, U.S. Agent."
Uatu The Watcher,42,Uatu grew so fond of the lifeforms he observed that he occasionally violated his vow of non-interference when Earth's existence was threatened.
Ulik,26,"Ulik was a Rock Troll from the realm known as Nornheim, located underground within the dimension of Asgard."
Ultimate Spider-Man (USM),19,"For the past year, Peter Parker has been saving New York City from villains as the masked hero, Spider-Man. Facing thugs and evil geniuses alike, he learns how to balance heroics with homework and friends. Despite being a Super Hero, Peter is very much an average 16-year-old.  With the added responsibilities of being Spider-Man, juggling all the aspects of his life will continually challenge him.                                                                 

When S.H.I.E.L.D. Director, Nick Fury, offers Peter the chance to raise his game and become THE ULTIMATE SPIDER-MAN, Midtown High becomes a secret operations base for Spider-Man and other young heroes under the watchful eye of Fury and the schoolâ€™s new principal, Agent Coulson. "
Ultimates,33,
Ultimatum,10,
Ultimo,6,"Ultimo was a robotic construct that was developed several thousand years ago on an unknown world, which the Mandarin eventually discovered and claimed as his own creation."
Ultra-Adaptoid,1,
Ultragirl (Earth-93060),1,
Ultron,101,"Arguably the greatest and certainly the most horrific creation of scientific genius Dr. Henry Pym, Ultron is a criminally insane rogue sentient robot dedicated to conquest and the extermination of humanity."
Umar,15,"Umar and her sibling Dormammu gathered matter to themselves to increase their power, a practice anathema to their fellow Faltine who consider energy to be superior to matter."
Unicorn,7,"Milos Masaryk, a Soviet intelligence agent assigned as a security guard for Anton Vanko, a Soviet inventor who developed the Crimson Dynamo armor, was tasked by the Soviet government to retrieve Vanko after he defected to the United States."
Union Jack (Brian Falsworth),3,"Imprisoned in Germany during WWII, Brian Falsworth shared a cell with a German scientist who had tried to recreate the super-soldier serum, but didn't want it to fall into Nazi hands, so he gave his only sample to Brian, who gained enhanced strength, speed, stamina and reflexes."
Union Jack (Joseph Chapman),16,"Joey Chapman, the new Union Jack continued to fight evil, both alone and as a member of the Knights of Pendragon and the new Invaders."
Union Jack (Montgomery Falsworth),17,"During World War I, Lord Montgomery Falsworth was recruited by the British army to become one of the first public superhero champions: Union Jack."
Unus,13,"Angelo Unuscione is a mutant whose powers did not surface until adolescence, when he first used them as a school bully and later as a small time criminal before immigrating to America and using his ability to create a virtually impenetrable force field around himself to launch a career as a flamboyant, invincible costumed wrestler known by the stage name of Unus the Untouchable."
Unus (Age of Apocalypse),1,Unus worked for Apocalypse and was sent into Old New York City to search for any remaining humans there and to kill them.
Unus (House of M),0,Unus is an agent for the House of M royal family.
Unus (Ultimate),0,"Unus worked with the Brotherhood of Mutants and with Magneto directly, projecting Magneto's image to allow him to converse with Charles Xavier without a face-to-face meeting."
Valeria Richards,9,
Valkyrie (Samantha Parrington),17,"Amora magically transformed Samantha Parrington into a raging, man-hating facsimile of the Asgardian warrior goddess Brunnhilde the Valkyrie, whose form and might Amora could replicate at will, having trapped Brunnhilde's soul in a mystical crystal centuries earlier."
Valkyrie (Ultimate),0,
Vampiro,0,"Vampiro, part of the race known as the Eternals, lived on Earth for many years, eventually taking a wife and making a career for himself as a professional wrestler."
Vance Astro,10,
Vanisher (Age of Apocalypse),0,Vanisher worked for Apocalypse.
Vanisher (Telford Porter),11,Nothing is known about the Vanisher's past before he embarked on a one-man crime wave of spectacular thefts using his power of self-teleportation.
Vanisher (Ultimate),3,Vanisher is a mutant with the power to teleport himself and possibly others across an undefined amount of distance who was recruited by Magneto into his Brotherhood of Mutants.
Vapor,0,"Vapor, along with her brother, was among the small group led by Simon Utrecht to simulate the crash that gave the Fantastic Four their powers, and has remained with the U-Foes ever since."
Vargas,14,"Vargas claimed that mutants are deviations from the norm, an evolutionary dead end nature explored until it found the true path for the next step in mutant kinds development, the legitimate Homo Sapiens Superior, namely, himself."
Vector,0,"Simon Utrecht wanted superhuman powers in order to persue personal power and gain, and commissioned a project that would ultimately simulate the crash that gave the Fantastic Four their powers; he has remained with the U-Foes ever since."
Veda,0,"Magdalena Marie Neuntauben became an accomplished martial artist, then a model, and later an actress, from which she donated all of her proceeds to her charity, which made her a prime candidate for recruitment into the Order."
Vengeance (Michael Badilino),36,"Michael Badilino became consumed with gaining vengeance on Ghost Rider for what happened to his family, and the demon Mephisto granted him the power with which to do so, transforming him into Vengeance."
Venom (Flash Thompson),95,"Flash Thompson was the high school bully of Peter Parker while also being one of Spider-Man's biggest fans. After losing his legs during military service, he became the new Venom, working as an operative of the United States government."
Venom (Mac Gargan),23,"One of Spider-Man's oldest enemies, Mac Gargan has recently abandoned his Scorpion suit and identity and bonded with the alien symbiote that had previously been hosted by Peter Parker and Eddie Brock, becoming the new Venom."
Venom (Ultimate),7,"While Eddie Brock’s academic career seemed to take off, his personal life was in shambles due to his quick temper and inability to connect with women on any level, and Eddie became isolated, but when his old friend Peter Parker contacted him, he felt a rush of enthusiasm: here, at last, was someone with whom he could truly bond."
Venus (Siren),9,"During her time as an adventurer, Venus was approached by FBI agent Jimmy Woo, and she agreed to join Jimmy and his allies in freeing President Eisenhower from the clutches of the Yellow Claw."
Venus Dee Milo,10,"When Dee Milo was a teenager, her mutant powers manifested, transforming her into a being of energy and seemingly killing her entire family in the resultant explosion, after which she was found by Professor Charles Xavier, mutant mentor and researcher, and Xavier designed a special containment suit that helped her regain some level of humanity."
Vermin (Edward Whelan),13,"Edward Whelan was found roaming the streets of New York by Baron Helmut Zemo, who subjected Whelan to Zemo's genetic experiments, which granted him superhuman strength, but, in the process of the mutation, he manifested a rat-like physical appearance, and was called Vermin."
Vertigo (Savage Land Mutate),28,"Vertigo was a native of the Savage Land and mutated by the mutant known as Magneto, granting her the power to alter the perceptions of others."
Victor Mancha,7,
Victor Von Doom,13,
Vin Gonzales,4,
Vindicator,26,"Heather McNeil-Hudson married James Hudson, founder of Canadian super-team, Alpha Flight, and donned a version of his Vindicator armor after his death."
Violations,0,
Viper,49,"After the apparent death of Baron von Strucker, Viper took the name Madame Hydra and took control of the New York-based faction of Hydra."
Virginia Dare,9,
Vision,483,The metal monstrosity called Ultron created the synthetic humanoid known as the Vision from the remains of the original android Human Torch of the 1940s to serve as a vehicle of vengeance against the Avengers.
Vivisector,20,
Vulcan (Gabriel Summers),18,Vulcan is the third Summers brother and an Omega-level mutant who was thought long-dead by Professor X.
Vulture (Adrian Toomes),84,Adrian Toomes is a former electronics engineer who employs a special harness of his own design that allows him to fly and endows him with enhanced strength.
Vulture (Blackie Drago),1,"Adrian Toomes, the Vulture, told his cellmate, Blackie Drago, the location of his Vulture costume."
Wallflower,0,"Laurie Collins began to involuntarily manipulate anyone around her once her genetic mutation manifested, unable to control its effects."
Wallop,0,"Walter was born, presumably in the decade of 1910s, into the ClanDestine-- his father, the immortal Adam Destine and his mother a magical genie."
Wallow,0,"Max Pressman murdered his wife and attempted to murder his two children Michael and Melinda, but after police officer shot him before he could so, Pressman returned as a ghost-like entity, with only the face of Melinda's doll as his own."
War (Abraham Kieros),13,"A young veteran wounded during the Vietnam War, Abraham Kieros was selected by Apocalypse to become the Horseman War."
War Machine (Iron Man 3 - The Official Game),0,
War Machine (Marvel: Avengers Alliance),0,
War Machine (Parnell Jacobs),1,"Parnell Jacobs was a member of the U.S. Army who fought in Sin-Congese civil war in Asia alongside Jim Rhodes and who later encountered the discarded armor of Rhodes' superhero alter-ego, War Machine, which Jacobs studied used for the basis of many arms designs."
War Machine (Ultimate),0,
Warbird,30,
Warbound,5,
Warhawk (Mitchell Tanner),6,
Warlock (Janie Chin),0,"College design student Janie Chin was transformed by Adam Warlock into a female version of him, who then tried to cure the planet."
Warlock (Technarchy),22,"The New Mutants' Warlock is an alien being from an unidentified world where the a sentient life forms are ""techno-organic"" life that resembles circuitry and machinery in various ways."
Warpath,198,"James Proudstar was once a member of Professor X's New Mutants and is currently a member of the X-Men black ops team, X-Force."
Warren Worthington III,1,
Warstar,9,"Warstar, a former member of the Imperial Guard, was one of eight Imperial Guardsmen chosen to battle the team of superhuman Earthling mutants known as the X-Men over the fate of Phoenix, a primal force of the cosmos that had assumed the form of the X-Man Jean Grey."
Wasp,342,"When Janet Van Dyne's father died, she convinced her father's associate Hank Pym to give her a supply of ""Pym particles""; Pym also subjected her to a procedure which granted her the ability to, upon shrinking, grow wings and fire blasts of energy, which she called her ""wasp's stings."""
Wasp (Ultimate),13,"Janet Van Dyne has the ability to shrink down to the size of an insect and has the insect-like properties of her namesake, the wasp."
Weapon Omega,6,
Weapon X,36,
Wendell Rand,6,
Wendell Vaughn,0,
Wendigo,15,
Werewolf By Night,63,"Jack Russell inherited the curse of lycanthropy from his father, Gregor."
Whiplash (Mark Scarlotti),11,"Filled with dreams of grandeur, Mark Scarlotti was a brilliant young man with a bright future who graduated with top honors from college and immediately had a promising job at Stark International, but it all went south, however, when he became friends with the wrong people who wanted him to develop weapons, which Scarlotti used to become the first Whiplash."
Whirlwind,28,"David Cannon was always a bully, so his mutant abilities naturally led him to a life of crime and petty thievery, until his constant defeat at the hands of the Hank Pym and the Wasp led him to create the Whirlwind identity."
Whistler,0,
White Queen (Adrienne Frost),0,
White Tiger (Angela Del Toro),34,"Federal agent Angela Del Toro is the heir to a heroic legacy that began with the Jade Tiger, a long-lost enchanted statue from the fabled kingdom of K'un-Lun, and had been last held by her uncle, Hector Ayala, who fought alongside such heroes as Daredevil and Spider-Man."
White Tiger (USM),0,"White Tiger takes everything very seriously. A constant overachiever, she wants to be better and wants the group to be better. With less flashy powers, she feels like she has to work the hardest. 
 
A skilled acrobatic fighter with feline senses and claws. Ava wears a small Tiger amulet on her belt that gives her supernatural powers.

In the field, sheâ€™s constantly frustrated with Spider-Man and his irreverent attitude. But the longer the two fight side by side, the more they will understand one another."
Whizzer (Stanley Stewart),2,Stanley Stewart is a native of the alternate Earth (Earth-S) on which the organization of the superhuman champions known as the Squadron Supreme arose.
Wiccan,28,"Believing himself to be one of the Scarlet Witch's twin boys, Billy Kaplan also has reality-altering powers and is a member of the Young Avengers."
Wild Child,29,"Kyle Gibney's mutant powers emerged at an early age and left him with a freakish appearance, horrifying his parents, who kicked him out of the house, where he was eventually found and experimented upon by the Secret Empire and, later, Department H, who dubbed Gibney Wild Child and placed him with Gamma Flight, the entry-level team whose recruits can eventually graduate to Alpha Flight."
Wild Child (Age of Apocalypse),8,"Kyle Gibney was one of the original volunteers for Beta Flight, Canada's attempt at building a super soldier program to secure their borders against the onslaught of Apocalypse and his Infinite soldiers."
Wild Pack,7,
Wildside,19,
William Stryker,8,"William Stryker became convinced that Satan had a plot to corrupt humankind by taking over their souls while still in the womb, resulting in their mutations."
Wilson Fisk,0,
Wind Dancer,1,"Given the codename Wind Dancer, Sofia Mantega stepped up to lead the New Mutants."
Winter Soldier,176,
Wither,1,"When his genetic mutation manifested, Kevin Ford accidentally killed his father with his lethal and uncontrollable touch, after which he was recruited as a student at the Xavier Institute."
Wolf Cub,0,Nicholas Gleason enrolled at the Xavier Institute after being saved from a pair of mutant-haters by X-Men members Cyclops and Chamber.
Wolfpack,1,
Wolfsbane,118,"Rahne Sinclair was an orphan in Scotland, raised by Reverend Craig, who, when her powers manifested, attempted to perform an exorcism to cast out what he perceived was the devil, after which Rahne was rescued by Doctor Moira MacTaggert who legally adopted her, and was introduced to Charles Xavier and enrolled as part of his New Mutants training team."
Wolfsbane (Age of Apocalypse),1,"An only child, Rahne Sinclair's mutant powers emerged during the culling of Scotland by the Apocalypse's Horseman Mikhail when her parents attempted to hide her, but failed, and Rahne was discovered by Mikhail's hounds and brought before him alongside her parents whom Mikhail made Rahne beg for their lives, making her pledge allegiance to Apocalypse."
Wolver-dok,0,
Wolverine,2155,"Born with super-human senses and the power to heal from almost any wound, Wolverine was captured by a secret Canadian organization and given an unbreakable skeleton and claws. Treated like an animal, it took years for him to control himself. Now, he's a premiere member of both the X-Men and the Avengers."
Wolverine (LEGO Marvel Super Heroes),0,
Wolverine (Marvel War of Heroes),0,
Wolverine (Ultimate),27,"Decades after participating in military airdrops with Captain America during WWII, James Howlett was abducted and experimented upon by a covert government unit, who bonded unbreakable adamantium to his skeleton, implanted three claws in each arm, dubbed him Weapon X and supposedly programmed him to kill any human he came into contact with."
Wolverine (X-Men: Battle of the Atom),0,
Wonder Man,226,"Simon Williams agreed to undergo an experiment to give him superhuman powers, and Baron Zemo gave him the costumed guise of Wonder Man, warning Simon that he would die without further treatments from Zemo in order to ensure his loyalty, but Simon betrayed Zemo to the Avengers and ultimately joined their ranks."
Wong,74,"When Wong reached adulthood, the Ancient One sent him to the United States to his disciple, Doctor Stephen Strange, where has served Strange loyally and well for many years."
Wong (Ultimate),3,
Wraith,12,
Wrecker,10,"Dirk Garthwaite, the son of a construction worker and abusive father and husband, grew up filled with resentment and anger toward his father, who abandoned the family, and quickly turned to crime, in which he used a crowbar as a reminder of his father, destroying each place he robbed."
Wrecking Crew,15,
X-23,161,"A clone of the mutant Wolverine, X-23 was trained as a living weapon by a secretive government agency.  Now residing with the X-Men, she strives to recover her stolen youth and become a fully realized person."
X-51,0,
X-Babies,12,
X-Cutioner,4,
X-Factor,176,
X-Factor Investigations,14,
X-Force,256,
X-Man,107,"A clone of Nathan Summers (Cable), Nate Grey was created in the ""Age of Apocalypse"" timeline by that timeline's Mr. Sinister for the sole purpose of destroying Apocalypse."
X-Men,2984,"Feared and hated by humans because they're different, the X-Men are heroic mutants, individuals born with special powers who've sworn to use their gifts to protect mutants as well as humans."
X-Men (Ultimate),174,
X-Ray (James Darnell),0,"James Darnell, along with his sister, was among the small group led by engineer Simon Utrecht to simulate the crash that gave the Fantastic Four their powers, and has remained with the U-Foes ever since."
X-Statix,25,
X.S.E.,0,
Xavin,1,
Xorn (Kuan-Yin Xorn),22,"Xorn, whose mutation manifested as a tiny, powerful star inside his head, was brainwashed into believing he was the reincarnation of Magneto."
Yellow Claw,23,"The Yellow Claw is Plan Tzu, the 19th Century descendant of and rightful successor to the legendary warlord Temujin, a.k.a. Genghis Khan."
Yellowjacket (Rita DeMara),8,"Rita DeMara, hoping to show off her talent of engineering, stole a copy of the Yellowjacket costume from the Avengers Mansion."
Young Avengers,38,
Young X-Men,18,
Zaladane,15,
Zaran,9,
Zarda,2,
Zarek,0,"Zarek is a member of the Kree race with no superhuman abilities or specialized weaponry, but as a blue Kree, he has enhanced strength, stamina and durability."
Zeigeist,0,
Zemo,10,
Zodiak,1,"Twelve demons merged with Norman Harrison, who, soon after, adopted the guise of Zodiac and used his abilities to harness powers based on the astrological Zodiac."
Zombie (Simon Garth),1,"War hero Simon Garth was turned into a zombie by his secretary, Layla, who was also a voodoo priestess, after being killed by his gardener, Gyps."
Zuras,2,Zuras was once the leader of the Eternals.
Zzzax,4,"A chain reaction in an atomic reactor, a result of a terrorist attack, accidentally created a force that absorbed the electrolytes of the nearby humans' brains, granting the explosion of energy a rudimentary sentience.  "
